id,year1,month,sourname,claimsta,claimpar,objid,objtype,objdim,subtype,subparty,subpres,reltype,reldirec,vers
3976,1987,6,2,2,"Labour Party","pensioners","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3977,1987,6,2,2,"Labour Party","workers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3978,1987,6,2,2,"Labour Party","the elderly","Social group","Age/generation",1,"Labour Party",2,"Indirect","Positive/associate",1
3979,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
3980,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
3981,1987,6,2,2,"Labour Party","Millions who are not poor","Social group","Economic class",1,"Labour Party",1,"Direct","Positive/associate",1
3982,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3983,1987,6,2,2,"Labour Party","women (workers)","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
3984,1987,6,2,2,"Labour Party","patients","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
3985,1987,6,2,2,"Labour Party","people","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
3986,1987,6,2,2,"Labour Party","the whole community","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
3987,1987,6,2,2,"Labour Party","all workers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3988,1987,6,2,2,"Labour Party","producers","Social group","Economic class",1,"Labour Party",1,"Indirect","Negative/dissociate",1
3989,1987,6,2,2,"Labour Party","children","Social group","Age/generation",1,"Labour Party",1,"Direct","Positive/associate",1
3990,1987,6,2,2,"Labour Party","trade union","Interest group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3991,1987,6,2,2,"Labour Party","tenants (private ones)","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
3992,1987,6,2,2,"Labour Party","parents","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3993,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3994,1987,6,2,2,"Labour Party","Scotland","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
3995,1987,6,2,2,"Labour Party","all ages","Social group","Age/generation",1,"Labour Party",2,"Indirect","Positive/associate",1
3996,1987,6,2,2,"Labour Party","pensioners","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3997,1987,6,2,2,"Labour Party","parents","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3998,1987,6,2,2,"Labour Party","those in our society best able to pay","Social group","Economic class",1,"Labour Party",1,"Indirect","Negative/dissociate",1
3999,1987,6,2,2,"Labour Party","homeworkers","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
4000,1987,6,2,2,"Labour Party","Council tenants","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4001,1987,6,2,2,"Labour Party","the livestock farmers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4002,1987,6,2,2,"Labour Party","all 16 year olds","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
4003,1987,6,2,2,"Labour Party","women","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
4004,1987,6,2,2,"Labour Party","the TUC","Interest group",,1,"Labour Party",1,"Direct","Positive/associate",1
4005,1987,6,2,2,"Labour Party","the farmers who need it most (it=support)","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
4006,1987,6,2,2,"Labour Party","women","Social group","Gender",1,"Labour Party",2,"Direct","Positive/associate",1
4007,1987,6,2,2,"Labour Party","our people","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
4008,1987,6,2,2,"Labour Party","tenants","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4009,1987,6,2,2,"Labour Party","girls","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
4010,1987,6,2,2,"Labour Party","disabled people","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
4011,1987,6,2,2,"Labour Party","private tenants","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
4012,1987,6,2,2,"Labour Party","young","Social group","Age/generation",1,"Labour Party",1,"Direct","Positive/associate",1
4013,1987,6,2,2,"Labour Party","parents","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
4014,1987,6,2,2,"Labour Party","the community","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
4015,1987,6,2,2,"Labour Party","the people who live there (Nothern Ireland)","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
4016,1987,6,2,2,"Labour Party","young people","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
4017,1987,6,2,2,"Labour Party","adults","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
4018,1987,6,2,2,"Labour Party","women","Social group","Gender",1,"Labour Party",1,"Direct","Positive/associate",1
4019,1987,6,2,2,"Labour Party","single people","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
4020,1987,6,2,2,"Labour Party","every individual","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4021,1987,6,2,2,"Labour Party","consultants (in NHS)","Professional group",,1,"Labour Party",1,"Direct","Positive/associate",1
4022,1987,6,2,2,"Labour Party","people","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4023,1987,6,2,2,"Labour Party","the British people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
4024,1987,6,2,2,"Labour Party","those in poverty","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
4025,1987,6,2,2,"Labour Party","all citizens","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4026,1987,6,2,2,"Labour Party","old","Social group","Age/generation",1,"Labour Party",1,"Direct","Positive/associate",1
4027,1987,6,2,2,"Labour Party","groups of tenants","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
4028,1987,6,2,2,"Labour Party","house-purchasers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4029,1987,6,2,2,"Labour Party","ethnic minorities","Social group","Ethnicity/race",1,"Labour Party",2,"Direct","Positive/associate",1
4030,1987,6,2,2,"Labour Party","people","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
4031,1987,6,2,2,"Labour Party","people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
4032,1987,6,2,2,"Labour Party","non-unionist","Social group","Other",1,"Labour Party",1,"Indirect","Negative/dissociate",1
4033,1987,6,2,2,"Labour Party","the single","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
4034,1987,6,2,2,"Labour Party","the marginal and hill farmers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4035,1987,6,2,2,"Labour Party","those who currently unemployed","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4036,1987,6,2,2,"Labour Party","everyone","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
4037,1987,6,2,2,"Labour Party","home-owners","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4038,1987,6,2,2,"Labour Party","our country","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4039,1987,6,2,2,"Labour Party","all children and adults","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
4040,1987,6,2,2,"Labour Party","tenants","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4041,1987,6,2,2,"Labour Party","English regions","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
4042,1987,6,2,2,"Labour Party","those with special needs","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
4043,1987,6,2,2,"Labour Party","trade unions","Interest group",,1,"Labour Party",2,"Indirect","Positive/associate",1
4044,1987,6,2,2,"Labour Party","inner cities","Social group","Geography",1,"Labour Party",2,"Direct","Positive/associate",1
4045,1987,6,2,2,"Labour Party","union members","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
4046,1987,6,2,2,"Labour Party","children","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
4047,1987,6,2,2,"Labour Party","(young) farmers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4048,1987,6,2,2,"Labour Party","citizens of Britain","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4049,1987,6,2,2,"Labour Party","women","Social group","Gender",1,"Labour Party",2,"Indirect","Positive/associate",1
4050,1987,6,2,2,"Labour Party","Wales","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
4051,1987,6,2,2,"Labour Party","other with special needs","Social group","Other",1,"Labour Party",2,"Indirect","Positive/associate",1
4052,1987,6,2,2,"Labour Party","teachers","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
4053,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4054,1987,6,2,2,"Labour Party","160.000 people","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4055,1987,6,2,2,"Labour Party","pensioners","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4056,1987,6,2,2,"Labour Party","union members","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
4057,1987,6,2,2,"Labour Party","the British people","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4058,1987,6,2,2,"Labour Party","people suffering from mental illness","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
4059,1987,6,2,2,"Labour Party","all people of this country","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4060,1987,6,2,2,"Labour Party","boys","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
4061,1987,6,2,2,"Labour Party","Council tenants","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
4062,1987,6,2,2,"Labour Party","consumers","Social group","Other",1,"Labour Party",2,"Indirect","Positive/associate",1
4063,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
4064,1987,6,2,2,"Labour Party","young people","Social group","Age/generation",1,"Labour Party",2,"Indirect","Positive/associate",1
4065,1987,6,2,2,"Labour Party","new farmers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4066,1987,6,2,2,"Labour Party","the country","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4067,1987,6,2,2,"Labour Party","part-timers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
4068,1987,6,2,2,"Labour Party","the wealthiest one percent","Social group","Economic class",1,"Labour Party",1,"Indirect","Negative/dissociate",1
4069,1987,6,2,2,"Labour Party","union members","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
4070,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
4071,1987,6,2,2,"Labour Party","customers","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
4072,1987,6,2,2,"Labour Party","the disabled","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
4073,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4074,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4075,1987,6,2,2,"Labour Party","women","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
4076,1987,6,2,2,"Labour Party","our country","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
4077,1987,6,2,2,"Labour Party","the richest 5 per cent","Social group","Economic class",1,"Labour Party",1,"Indirect","Negative/dissociate",1
4078,1987,6,2,2,"Labour Party","leaseholders","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
4079,1987,6,2,2,"Labour Party","owner-occupiers","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
4080,1987,6,2,2,"Labour Party","women (part-time workers)","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
4081,1987,6,2,2,"Labour Party","16-18 year olds","Social group","Age/generation",1,"Labour Party",2,"Indirect","Positive/associate",1
4082,1987,6,2,2,"Labour Party","the whole community","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
4083,1987,6,2,2,"Labour Party","nation","General public",,1,"Liberal Party",1,"Direct","Negative/dissociate",1
4084,1987,6,2,2,"Labour Party","the nation","General public",,1,"Other",1,"Direct","Negative/dissociate",1
4085,1992,4,1,1,"Conservative Party","long-term sick","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",
4086,1992,4,1,1,"Conservative Party","people at work","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",
