id,year,party,text,majortopic,majortopic_label,majortopic_recoded_label
3277,1983,lab,so that the valuable resources of the defence industries can be used for the production of useful goods.,16,Defence,other
3278,1983,lab,The emphasis of our defence priorities in the 1980s and 1990s must be,0,Non-policy content,other
3279,1983,lab,"to create military forces that are clearly equipped and deployed for defensive purposes,",16,Defence,other
3280,1983,lab,and tailored more to Britain's geography and economic resources.,0,Non-policy content,other
3281,1983,lab,"This will mean maintaining adequate conventional forces,",16,Defence,other
3282,1983,lab,at present threatened by the extravagant expenditure on Trident.,16,Defence,other
3283,1983,lab,We are alarmed by the growth of the arms trade.,16,Defence,other
3284,1983,lab,Labour will limit Britain's arms sales abroad,16,Defence,other
3285,1983,lab,"and ban the supply of arms to repressive regimes such as South Africa, El Salvador, Chile, Argentina and Turkey.",16,Defence,other
3286,1983,lab,We will not supply arms to countries where the chances of international aggression or internal repression would be increased.,16,Defence,other
3287,1983,lab,"Labour will ensure that all arms sales are under strict ministerial control, subject to parliamentary accountability.",16,Defence,other
3288,1983,lab,The Commonwealth and the developing world,16,Defence,other
3289,1983,lab,We shall continue to work for the peaceful and just settlement of disputes,16,Defence,other
3290,1983,lab,"and the strengthening of international organisations,",16,Defence,other
3291,1983,lab,"particularly the Commonwealth,",19,International Affairs and Foreign Aid,other
3292,1983,lab,as well as the United Nations.,19,International Affairs and Foreign Aid,other
3293,1983,lab,Labour has always attached a special significance to the Commonwealth,19,International Affairs and Foreign Aid,other
3294,1983,lab,"a unique forum of nations, cutting across ethnic, cultural and ideological barriers.",0,Non-policy content,other
3295,1983,lab,We will strengthen Britain's political and material commitment to the Commonwealth.,16,Defence,other
3296,1983,lab,"The future prosperity of Britain,",0,Non-policy content,other
3297,1983,lab,"as well as that of other industrialised countries,",0,Non-policy content,other
3298,1983,lab,is inextricably linked to the future of the developing world.,0,Non-policy content,other
3299,1983,lab,At the moment some 30 per cent of Britain's manufacturing exports are destined for Third World countries,0,Non-policy content,other
3300,1983,lab,with which we enjoy a very healthy balance of trade.,0,Non-policy content,other
3301,1983,lab,"If their economies could be stimulated,",0,Non-policy content,other
3302,1983,lab,the gain would be ours as well as theirs.,0,Non-policy content,other
3303,1983,lab,Countless British jobs have already come about as a consequence of our trading relationship with the poorer countries.,19,International Affairs and Foreign Aid,other
3304,1983,lab,That relationship must be strengthened and expanded in the interests of working people both in Britain and overseas.,19,International Affairs and Foreign Aid,other
3305,1983,lab,The war that Labour will wage on poverty in Britain will be extended to the developing world.,19,International Affairs and Foreign Aid,other
3306,1983,lab,A primary objective of the next Labour government's foreign policy will be to help revive the North-South dialogue.,19,International Affairs and Foreign Aid,other
3307,1983,lab,"That some 800,000,000 people should be condemned to a life of absolute poverty in the Third World is an affront to any version of civilised values,",19,International Affairs and Foreign Aid,other
3308,1983,lab,as well as a constant threat to international peace and stability,19,International Affairs and Foreign Aid,other
3309,1983,lab,Labour sets a high priority on attacking the causes of mass poverty.,0,Non-policy content,other
3310,1983,lab,A Labour government will reach the UN sponsored aid target of 0.7 per cent of Gross National Product,19,International Affairs and Foreign Aid,other
3311,1983,lab,and work towards a further target of 1.0 per cent.,19,International Affairs and Foreign Aid,other
3312,1983,lab,We will also re-establish the principle that aid must be used in the interests of the poorest people in the poorest countries,19,International Affairs and Foreign Aid,other
3313,1983,lab,"and, in our efforts to bring this about,",0,Non-policy content,other
3314,1983,lab,"we will fund as appropriate, both governments and independent organisations.",19,International Affairs and Foreign Aid,other
3315,1983,lab,Labour will set up once again a separate Ministry of Overseas Development with a cabinet minister.,19,International Affairs and Foreign Aid,other
3316,1983,lab,Labour will plan an expansion of trade with the developing world,19,International Affairs and Foreign Aid,other
3317,1983,lab,"and will work to bring about changes in the international trading system that will be of benefit to poor countries,",19,International Affairs and Foreign Aid,other
3318,1983,lab,allowing them to receive stable prices for their commodity exports,19,International Affairs and Foreign Aid,other
3319,1983,lab,and to diversify their production.,19,International Affairs and Foreign Aid,other
3320,1983,lab,"In trade agreements, Labour will insist upon workers' rights",18,Foreign Trade,other
3321,1983,lab,and will bring in legislation to control the activities of British-based multinational companies operating overseas.,18,Foreign Trade,other
3322,1983,lab,"Labour believes that,",0,Non-policy content,other
3323,1983,lab,"in order to enhance the prospects of the Third World economies,",19,International Affairs and Foreign Aid,other
3324,1983,lab,it will be vital to ensure that organisations such as the World Bank,19,International Affairs and Foreign Aid,other
3325,1983,lab,"and the International Monetary Fund receive adequate funding from the world community,",19,International Affairs and Foreign Aid,other
3326,1983,lab,"and provide loans in a way that,",19,International Affairs and Foreign Aid,other
3327,1983,lab,"taking into account the economic difficulties faced by each developing country,",19,International Affairs and Foreign Aid,other
3328,1983,lab,will improve the condition of their peoples.,19,International Affairs and Foreign Aid,other
3329,1983,lab,"There is much Britain can do to lift people out of absolute poverty,",0,Non-policy content,other
3330,1983,lab,and a Labour Britain will once again speak out in solidarity with the poor and the oppressed everywhere.,0,Non-policy content,other
3331,1983,lab,We will ensure that provision for overseas students is based on a major expansion of the ODA programme for student sponsorship,19,International Affairs and Foreign Aid,other
3332,1983,lab,"giving preference to entrants on grounds of origin, income level and availability of courses in Britain and elsewhere.",19,International Affairs and Foreign Aid,other
3333,1983,lab,The Law of the Sea,19,International Affairs and Foreign Aid,other
3334,1983,lab,Labour welcomes the recently concluded United Nations Conference on the Law of the Sea,19,International Affairs and Foreign Aid,other
3335,1983,lab,and fully supports the UNCLOS proposal for a new international regime covering every aspect of ocean use.,19,International Affairs and Foreign Aid,other
3336,1983,lab,"Unlike either the Tory government or the Reagan administration,",0,Non-policy content,other
3337,1983,lab,"Labour will endorse the Law of the Sea,",19,International Affairs and Foreign Aid,other
3338,1983,lab,"which we see as a crucial element in the North-South dialogue,",19,International Affairs and Foreign Aid,other
3339,1983,lab,and will ensure that Britain participates actively in the future progress of UNCLOS.,19,International Affairs and Foreign Aid,other
